errorGroups.id,insertId,labels.INSTANCE_UID,labels.LOG_BUCKET_NUM,labels.PROJECT_NUMBER,labels.SOURCE_ID,"'labels.""commit-sha""","'labels.""gcb-build-id""","'labels.""gcb-trigger-id""","'labels.""gcb-trigger-region""",labels.instanceId,"'labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.database_id,resource.labels.location,resource.labels.project_id,resource.labels.region,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,textPayload,timestamp
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d931;b=611034922472440d996701ab4475db58;m=5f41a7493b;t=651635837891c;x=50a2f954772a5efa-0@a7","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:30:27.672684816Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:29:53.060 UTC [694948]: [41-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:29:53.060957Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d8b9;b=611034922472440d996701ab4475db58;m=5f3ed70066;t=6516355674047;x=450c92be2beacda0-0@a7","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:29:42.623552090Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:29:39.768 UTC [694948]: [36-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:29:39.768715Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d8b9;b=611034922472440d996701ab4475db58;m=5f3ed70066;t=6516355674047;x=450c92be2beacda0-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:29:42.623552090Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:29:28.797 UTC [694948]: [31-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:29:28.798114Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d7ca;b=611034922472440d996701ab4475db58;m=5f3d3056d7;t=6516353c096b8;x=f2e358acdf38cf2f-0@ac","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:29:03.390516417Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:52.791 UTC [694948]: [26-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:28:52.792214Z"
"'[""CIaUi4fY3-nCJw""]",69ff449800067993276b25bb,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d92363905c012875fa615ed930a6c45b16c44c1f49812b439dcdd54d64a6564fcb890e07250a770489e75bd7e46fcdfcc02948d90ae77e838f08b91a698ae991465593dd5f676b740a0f,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:28:40.721293901Z","'scalpyn-worker-structural",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-structural-00036-849","'scalpyn-worker-structural",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/pool/base.py"", line 373, in _close_connection
    self._dialect.do_terminate(connection)
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 1127, in do_terminate
    dbapi_connection.terminate()
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/connectors/asyncio.py"", line 402, in terminate
    self.await_(asyncio.shield(self._terminate_graceful_close()))  # type: ignore[attr-defined] # noqa: E501
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py"", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py"", line 912, in _terminate_graceful_close
    await self._connection.close(timeout=2)
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1513, in close
    await self._protocol.close(timeout)
  File ""asyncpg/protocol/protocol.pyx"", line 617, in close
  File ""asyncpg/protocol/protocol.pyx"", line 650, in asyncpg.protocol.protocol.BaseProtocol._request_cancel
  File ""/usr/local/lib/python3.12/site-packages/asyncpg/connection.py"", line 1682, in _cancel_current_command
    self._cancellations.add(self._loop.create_task(self._cancel(waiter)))
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 455, in create_task
    self._check_closed()
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 545, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed","'2026-05-09T14:28:40.424339Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d7ca;b=611034922472440d996701ab4475db58;m=5f3d3056d7;t=6516353c096b8;x=f2e358acdf38cf2f-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:29:03.390516417Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:38.233 UTC [694954]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  canceling statement due to user request","'2026-05-09T14:28:38.233278Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d78d;b=611034922472440d996701ab4475db58;m=5f3c532455;t=6516352e36436;x=58ff3a5e13a28c1c-0@a8","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:28:32.775300928Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:29.005 UTC [694948]: [21-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:28:29.005541Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d78d;b=611034922472440d996701ab4475db58;m=5f3c532455;t=6516352e36436;x=58ff3a5e13a28c1c-0@a2","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:28:32.775300928Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:23.150 UTC [694948]: [16-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:28:23.151Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d706;b=611034922472440d996701ab4475db58;m=5f3aa29149;t=651635132d12a;x=a663aa4ede5edfb5-0@ak","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:28:18.222735464Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:14.508 UTC [694948]: [11-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:28:14.509145Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d706;b=611034922472440d996701ab4475db58;m=5f3aa29149;t=651635132d12a;x=a663aa4ede5edfb5-0@a9","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:28:18.222735464Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:28:11.001 UTC [694948]: [6-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:28:11.001724Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d6e2;b=611034922472440d996701ab4475db58;m=5f3aa2627a;t=651635132a25b;x=2a421ff2780cc885-0@a3","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:27:48.237284920Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:27:46.159 UTC [694948]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  deadlock detected","'2026-05-09T14:27:46.160141Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d657;b=611034922472440d996701ab4475db58;m=5f374464dc;t=651634dd4a4bc;x=92e6ce56130a5a6f-0@a8","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:27:47.096335956Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ALERT,"'2026-05-09 14:27:33.675 UTC [693691]: [11-1] db=scalpyn,user=postgres,host=[local] FATAL:  terminating connection due to idle-in-transaction timeout","'2026-05-09T14:27:33.675820Z"
,"'s=8cc2e3eb994f443caf665154fcf6b2d8;i=52d4eb;b=611034922472440d996701ab4475db58;m=5f2fe73ead;t=6516346777e8e;x=5085cab5c19b5d70-0@a3","'1-e1be44ec-f7ea-4e99-b2e1-4845aa2b37a7",55,330575088921,37333130396234346565326662666435e3b0c442,,,,,,,"'projects/clickrate-477217/logs/cloudsql.googleapis.com%2Fpostgres.log",,"'2026-05-09T14:25:37.957450453Z",,"'clickrate-477217:scalpyn",,"'clickrate-477217","'us-central",,,cloudsql_database,ERROR,"'2026-05-09 14:25:34.811 UTC [694621]: [1-1] db=scalpyn,user=postgres,host=[local] ERROR:  canceling statement due to user request","'2026-05-09T14:25:34.812537Z"
"'[""CNXwhc3D9bqBXg""]",69ff4369000eb60f32afbcde,,,,,3c4b3c63f67efce0cd161af5cc882ce2610a045f,"'05f9019e-0e89-4201-8d02-3a55a39d616d","'806f4336-706a-404f-82be-dd0d5c01ebfa",global,0007b734d9b73169ff604812053f87de95a221ace9c964b61015bd1b8f1152c5f229aad231df4c0821d7e7a97f88c43df546f666b27f2bd08616e52b10bf5bf56a5736e721ce5dbb734a8f14,"'gcp-cloud-build-deploy-cloud-run","'projects/clickrate-477217/logs/run.googleapis.com%2Fstderr",,"'2026-05-09T14:23:38.117317642Z","'scalpyn-worker-micro",,"'us-central1","'clickrate-477217",,"'scalpyn-worker-micro-00030-fmd","'scalpyn-worker-micro",cloud_run_revision,ERROR,"'Traceback (most recent call last):
  File ""/usr/local/lib/python3.12/site-packages/celery/app/trace.py"", line 585, in trace_task
    R = retval = fun(*args, **kwargs)
                 ^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/site-packages/celery/app/trace.py"", line 858, in __protected_call__
    return self.run(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 1072, in collect_5m
    count = _run_async(_collect_5m_async())
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 19, in _run_async
    return loop.run_until_complete(coro)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.12/asyncio/base_events.py"", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 1067, in _collect_5m_async
    return await run_db_task(_inner, celery=True)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/app/app/database.py"", line 324, in run_db_task
    return await fn(session)
           ^^^^^^^^^^^^^^^^^
  File ""/app/app/tasks/collect_market_data.py"", line 1059, in _inner
    raise RuntimeError(""zero success — all symbols failed"")
RuntimeError: zero success — all symbols failed","'2026-05-09T14:23:37.964111Z"
